2026/09/26 12:37:47.449, P8, 405, 405, 13.82, 3, 0x0000000000000000
2026/09/26 12:37:47.512, P8, 405, 405, 13.82, 3, 0x0000000000000000
2026/09/26 12:37:47.575, P8, 405, 405, 13.82, 3, 0x0000000000000000
2026/09/26 12:37:47.637, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:47.701, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:47.763, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:47.825, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:47.888, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:47.950, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:48.012, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:48.074, P8, 397, 405, 13.82, 1, 0x0000000000000000
2026/09/26 12:37:48.137, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.200, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.261, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.324, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.386, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.448, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.509, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.574, P0, 2685, 14201, 21.29, 17, 0x0000000000000000
2026/09/26 12:37:48.637, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:48.699, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:48.763, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:48.825, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:48.887, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:48.951, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:49.013, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:49.076, P0, 2655, 14001, 29.98, 12, 0x0000000000000000
2026/09/26 12:37:49.139, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.200, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.262, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.324, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.385, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.448, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.510, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.573, P0, 2692, 14201, 34.13, 12, 0x0000000000000000
2026/09/26 12:37:49.635, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:49.697, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:49.760, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:49.822, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:49.883, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:49.946, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:50.008, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:50.070, P1, 2632, 14001, 34.37, 15, 0x0000000000000000
2026/09/26 12:37:50.133, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.194, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.257, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.319, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.381, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.443, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.506, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
2026/09/26 12:37:50.570, P0, 2670, 14201, 34.29, 17, 0x0000000000000000
